Date,Open,High,Low,Close,Adj Close,Volume
11/02/04,99.48948669,99.72472382,96.76676941,97.53253174,97.53253174,22669900
11/03/04,99.1891861,100.9009018,95.47047424,95.93093109,95.93093109,27749600
11/04/04,94.3143158,95.29529572,91.76676941,92.44244385,92.44244385,28790300
11/05/04,91.08107758,91.24124146,84.35935974,84.759758,84.759758,39626500
11/08/04,85.55055237,87.80780792,84.78478241,86.36135864,86.36135864,22361200
11/09/04,87.13713837,87.68769073,82.71772003,84.43443298,84.43443298,22106200
11/10/04,85.42041779,86.34634399,83.24824524,84.0140152,84.0140152,21266700
11/11/04,84.64965057,91.96696472,83.86886597,91.60160065,91.60160065,29941000
11/12/04,92.70771027,94.99499512,88.78878784,91.09108734,91.09108734,33458700
11/15/04,90.31531525,94.2542572,89.46446228,92.52752686,92.52752686,23779100
11/16/04,88.83883667,89.82482147,85.50050354,86.35635376,86.35635376,41792900
11/17/04,84.59459686,88.83883667,84.5845871,86.33633423,86.33633423,36229500
11/18/04,85.23023224,87.29729462,82.94794464,83.85385132,83.85385132,33225900
11/19/04,84.63463593,85.07507324,83.34334564,84.78478241,84.78478241,17521000
11/22/04,82.31731415,84.83483124,80.73573303,82.63262939,82.63262939,24711600
11/23/04,84.06906891,85.50050354,83.33333588,83.84384155,83.84384155,24801700
11/24/04,87.49749756,88.69369507,86.34133911,87.46746826,87.46746826,30531400
11/26/04,87.98799133,90.10510254,87.74774933,89.78478241,89.78478241,12947200
11/29/04,90.2702713,91.56656647,88.84384155,90.61561584,90.61561584,21311800
11/30/04,90.4454422,91.59159088,90.21521759,91.08107758,91.08107758,15384600
12/01/04,91.06606293,91.34133911,89.86486816,90.07006836,90.07006836,15712400
12/02/04,90.04003906,90.84584808,89.36436462,89.78978729,89.78978729,12509200
12/03/04,90.06506348,90.62062073,88.8888855,90.29029083,90.29029083,11726600
12/06/04,89.65465546,90.44043732,88.09809875,88.23323059,88.23323059,12495400
12/07/04,88.08808899,88.18818665,85.36035919,85.80080414,85.80080414,13728000
12/08/04,85.26026154,86.92692566,84.44944763,85.07507324,85.07507324,15068500
12/09/04,85.21021271,86.83683777,84.31932068,86.80180359,86.80180359,15292600
12/10/04,86.80180359,87.52752686,85.73072815,85.91091156,85.91091156,8625700
12/13/04,86.1711731,86.67667389,84.80980682,85.31031036,85.31031036,9627500
12/14/04,85.58558655,89.49949646,84.8848877,89.43443298,89.43443298,22154600
12/15/04,89.08408356,90.43543243,88.41841888,89.97998047,89.97998047,22919000
12/16/04,88.56356049,90.33533478,88.06306458,88.32332611,88.32332611,17128400
12/17/04,88.46846771,90.34033966,88.36336517,90.13012695,90.13012695,14757600
12/20/04,91.09108734,94.32432556,91.02602386,92.6026001,92.6026001,19649300
12/21/04,93.24824524,94.03403473,91.79179382,91.96696472,91.96696472,11021500
12/22/04,92.04204559,93.51851654,91.59659576,93.24324036,93.24324036,7806100
12/23/04,93.81881714,94.39439392,93.09309387,94.04404449,94.04404449,7221900
12/27/04,94.6696701,96.74674988,94.64464569,96.05104828,96.05104828,12195900
12/28/04,96.15115356,96.87187195,95.6006012,96.47647858,96.47647858,8283300
12/29/04,95.9859848,96.8568573,95.9859848,96.54654694,96.54654694,5350800
12/30/04,96.58158112,99.21421051,96.02101898,98.89889526,98.89889526,11796700
12/31/04,99.71471405,100.0400391,96.37637329,96.49149323,96.49149323,15321600
01/03/05,98.79879761,101.9219208,97.82782745,101.456459,101.456459,31656700
01/04/05,100.8008041,101.5665665,96.83683777,97.34735107,97.34735107,27484200
01/05/05,96.82182312,98.54854584,96.21121216,96.85185242,96.85185242,16456700
01/06/05,97.63763428,98.04804993,93.9539566,94.36936951,94.36936951,20753400
01/07/05,95.4154129,97.22222137,94.48448181,97.02201843,97.02201843,19306400
01/10/05,97.34735107,99.14914703,96.01100922,97.62762451,97.62762451,15064100
01/11/05,97.90790558,98.9539566,96.68668365,96.86686707,96.86686707,13903400
01/12/05,97.26226044,98.06306458,95.34534454,97.78778839,97.78778839,16339200
01/13/05,97.78778839,98.79379272,97.12212372,97.76276398,97.76276398,13685100
01/14/05,98.09809875,100.1051025,97.16216278,100.085083,100.085083,19261300
01/18/05,100.5855865,102.6126099,99.4294281,102.0520554,102.0520554,26318800
01/19/05,102.4274292,102.7527542,98.45345306,98.74874878,98.74874878,22492800
01/20/05,96.34634399,98.22322083,96.09609985,97.05706024,97.05706024,17985100
01/21/05,97.36737061,97.77777863,94.15415192,94.23423767,94.23423767,18498200
01/24/05,94.43943787,94.759758,90.25025177,90.45044708,90.45044708,28017300
01/25/05,91.06105804,91.21121216,88.23323059,88.64865112,88.64865112,21297000
01/26/05,89.72472382,94.79979706,89.66466522,94.71471405,94.71471405,24591100
01/27/05,94.47447205,94.52452087,92.69269562,94.13413239,94.13413239,13241500
01/28/05,95.10510254,97.44744873,93.26325989,95.26526642,95.26526642,24391900
01/31/05,96.94194031,98.27827454,95.95595551,97.90790558,97.90790558,19174200
02/01/05,97.28728485,98.42842865,95.41040802,96.0460434,96.0460434,37640300
02/02/05,107.8828812,108.5085068,101.9319305,103.0830841,103.0830841,65533000
02/03/05,103.0980988,106.7917938,103.0080109,105.5355377,105.5355377,25950200
02/04/05,103.3383408,103.978981,101.4013977,102.28228,102.28228,29608900
02/07/05,102.7327347,103.3033066,97.85285187,98.1131134,98.1131134,25894800
02/08/05,98.57857513,100.1101074,97.36236572,99.41941833,99.41941833,22937000
02/09/05,100.480484,100.9009018,94.82482147,95.88588715,95.88588715,34308600
02/10/05,96.08107758,96.20120239,92.71772003,94.08408356,94.08408356,37927400
02/11/05,93.42342377,96.2562561,93.12812805,93.79379272,93.79379272,26205700
02/14/05,91.51651764,96.63663483,90.59059143,96.59159088,96.59159088,77047200
02/15/05,96.89689636,100.0200195,96.63663483,97.71271515,97.71271515,51514000
02/16/05,97.44744873,99.76476288,97.24724579,99.30430603,99.30430603,33031500
02/17/05,99.0140152,99.97497559,98.50350189,99.04904938,99.04904938,20807900
02/18/05,99.35435486,99.51951599,98.42842865,99.07407379,99.07407379,16954800
02/22/05,98.34835052,99.54955292,95.29029083,95.78077698,95.78077698,26940400
02/23/05,96.74674988,97.33733368,94.42442322,97.07207489,97.07207489,31140800
02/24/05,91.77677917,95.02001953,91.20620728,94.53954315,94.53954315,51576900
02/25/05,94.6696701,95.05505371,92.84784698,93.0280304,93.0280304,19927000
02/28/05,93.09309387,95.0300293,93.01802063,94.08908844,94.08908844,15621100
03/01/05,94.73973846,94.9699707,91.09108734,93.12312317,93.12312317,18603700
03/02/05,93.06806946,93.92893219,92.2722702,92.68268585,92.68268585,14556400
03/03/05,93.15815735,93.96897125,92.24724579,93.59860229,93.59860229,15201900
03/04/05,93.4434433,93.71871948,92.62762451,93.04304504,93.04304504,13534600
03/07/05,93.9839859,94.89489746,93.60861206,94.49949646,94.49949646,17317400
03/08/05,94.64464569,95.02001953,92.57757568,92.69269562,92.69269562,16076100
03/09/05,92.19719696,92.41741943,90.17017365,90.76576233,90.76576233,22698000
03/10/05,90.59559631,90.69068909,88.78878784,90.08007813,90.08007813,21899000
03/11/05,90.31031036,90.56556702,88.66366577,88.98899078,88.98899078,16040500
03/14/05,89.2542572,89.28929138,86.37136841,87.58258057,87.58258057,22270900
03/15/05,87.73773956,90.09008789,87.19219208,89.39439392,89.39439392,20823300
03/16/05,88.43843842,89.39439392,87.59259033,87.88788605,87.88788605,14198300
03/17/05,88.65365601,89.90991211,87.98799133,89.73473358,89.73473358,16504600
03/18/05,89.49449158,90.29029083,89.24424744,90.11010742,90.11010742,14165800
03/21/05,89.72472382,91.17617798,88.7137146,90.53053284,90.53053284,14952400
03/22/05,90.68067932,91.06105804,89.0140152,89.38938904,89.38938904,11252100
03/23/05,89.07407379,90.21021271,89.07407379,89.57958221,89.57958221,9680300
03/24/05,90.44043732,90.52052307,89.68968964,89.71471405,89.71471405,7402900
03/28/05,90.93093109,92.49249268,90.56556702,90.80080414,90.80080414,17458500
03/29/05,90.61561584,91.73173523,89.12412262,89.87487793,89.87487793,12933000
03/30/05,90.41040802,90.81581879,89.88989258,90.31531525,90.31531525,12459700
03/31/05,89.06406403,90.78578949,88.90891266,90.34534454,90.34534454,13523600
04/01/05,90.97097015,91.56656647,90.08508301,90.11010742,90.11010742,12351600
04/04/05,90.06506348,92.75275421,90.01000977,92.73773956,92.73773956,16136600
04/05/05,93.95896149,95.22522736,93.87887573,94.37937927,94.37937927,17455900
04/06/05,94.71471405,94.91992188,93.88388062,94.70470428,94.70470428,10494600
04/07/05,94.48448181,97.40740967,94.41441345,96.97697449,96.97697449,19365000
04/08/05,96.94194031,97.64764404,95.82082367,96.12112427,96.12112427,10222900
04/11/05,96.64163971,97.49749756,96.2562561,96.71170807,96.71170807,10810100
04/12/05,96.59659576,97.30730438,94.79979706,97.07707977,97.07707977,14624500
04/13/05,96.83183289,97.25725555,94.95996094,96.56156158,96.56156158,13098400
04/14/05,96.73173523,97.27727509,95.1451416,95.82082367,95.82082367,12293000
04/15/05,95.1451416,95.26526642,92.42242432,92.59259033,92.59259033,23131600
04/18/05,92.38238525,94.03403473,91.83683777,93.57857513,93.57857513,13087400
04/19/05,94.759758,96.09609985,94.10910797,95.79579926,95.79579926,16843100
04/20/05,99.38938904,100.3503494,98.05305481,99.14914703,99.14914703,30872000
04/21/05,100.3103104,102.6026001,99.759758,102.2122116,102.2122116,35468200
04/22/05,111.5615616,112.112114,107.237236,108.0130157,108.0130157,66343700
04/25/05,109.0190201,112.4824829,108.868866,111.8768768,111.8768768,39640300
04/26/05,110.2202225,111.1111145,109.2542572,109.4844818,109.4844818,34509400
04/27/05,109.1041031,110.5355377,108.4784775,110,110,20509000
04/28/05,109.8598633,111.1511536,108.9639664,109.8348312,109.8348312,17348200
04/29/05,111.0660629,111.2362366,109.0190201,110.1101074,110.1101074,18322000
05/02/05,111.1361389,111.9619598,110.2152176,111.2562561,111.2562561,19515200
05/03/05,111.0360336,114.1891861,110.7707672,113.2082062,113.2082062,35524800
05/04/05,113.7287292,115.0550537,113.6136169,114.3643646,114.3643646,24142800
05/05/05,114.4244232,114.4244232,113.0530548,113.6036072,113.6036072,15004100
05/06/05,114.3143158,114.7397385,113.3483505,114.1241226,114.1241226,13514200
05/09/05,114.1141129,114.3643646,112.8278275,113.1231232,113.1231232,11062500
05/10/05,112.847847,114.0140152,112.4724731,114.0140152,114.0140152,12678900
05/11/05,114.5996017,116.1061096,114.0790787,115.7607574,115.7607574,22934600
05/12/05,115.5205231,116.2312317,114.2142105,114.474472,114.474472,17878500
05/13/05,114.7047043,115.6606598,113.7737732,114.7347336,114.7347336,14816100
05/16/05,114.9549561,115.9259262,114.3993988,115.6406403,115.6406403,11351400
05/17/05,115.3953934,116.8418427,115.2152176,116.6816788,116.6816788,15602100
05/18/05,116.9219208,120.1051025,116.8768768,119.6996994,119.6996994,24599300
05/19/05,120.2902908,120.7057037,119.2542572,119.7097092,119.7097092,19413500
05/20/05,120.7257233,120.9559555,119.9449463,120.9259262,120.9259262,16310600
05/23/05,121.7016983,129.179184,121.4764786,127.8528519,127.8528519,42733800
05/24/05,128.6086121,132.8528595,126.8768768,128.1281281,128.1281281,58028100
05/25/05,126.4914932,130.6206207,125.4404373,130.5355377,130.5355377,36079600
05/26/05,130.610611,132.0120087,129.2792816,129.7297363,129.7297363,27066100
05/27/05,130.3603668,133.1581573,129.7547607,133.1331329,133.1331329,24343800
05/31/05,134.8498535,139.3393402,134.8198242,138.7737732,138.7737732,44429100
06/01/05,141.741745,146.5915985,141.1511536,144.1441498,144.1441498,70313000
06/02/05,144.5095062,145.0350342,142.4424438,144.094101,144.094101,35912200
06/03/05,143.5385437,144.7947998,138.8438416,140.2702637,140.2702637,37527000
06/06/05,141.3363342,147.0220184,141.0560608,145.6156158,145.6156158,45006700
06/07/05,148.6987,149.9449463,145.2952881,146.7067108,146.7067108,48597300
06/08/05,146.571579,146.741745,139.1391449,139.9199219,139.9199219,51350300
06/09/05,142.5025024,144.3943939,140.4204254,143.2982941,143.2982941,32849300
06/10/05,143.6386414,143.783783,140.1501465,141.3913879,141.3913879,25367800
06/13/05,140.0500488,142.2372437,138.3983917,141.51651,141.51651,25580700
06/14/05,139.434433,140.7607574,139.0140076,139.3143158,139.3143158,20163600
06/15/05,137.6376343,138.7887878,133.8488464,137.5375366,137.5375366,41724400
06/16/05,137.2672729,139.2892914,136.6716766,138.8588562,138.8588562,24899800
06/17/05,139.6396332,140.2902832,138.088089,140.2902832,140.2902832,20847900
06/20/05,138.1831818,143.9789734,136.0010071,143.4934998,143.4934998,42007300
06/21/05,144.179184,145.2952881,142.6276245,144.0640717,144.0640717,30234300
06/22/05,144.9799805,146.3063049,144.4794769,144.7947998,144.7947998,20927000
06/23/05,144.1441498,147.5525513,143.3933868,145,145,28084600
06/24/05,145.5955963,149.1491547,144.9349365,148.7737732,148.7737732,35506800
06/27/05,149.5995941,152.3873901,147.0770721,152.2022095,152.2022095,35570100
06/28/05,153.2932892,154.7797852,151.1511536,151.1511536,151.1511536,38034900
06/29/05,151.4013977,152.3423462,146.2212219,146.5065002,146.5065002,36560800
06/30/05,147.3173218,149.6146088,145.6656647,147.222229,147.222229,30158600
07/01/05,147.6676636,148.2682648,144.7547607,145.7707672,145.7707672,18436700
07/05/05,146.1961975,148.1381378,145.2602539,148.003006,148.003006,14973000
07/06/05,148.7987976,148.9489441,145.8358307,145.905899,145.905899,15984500
07/07/05,144.8398438,148.0480499,144.3993988,147.917923,147.917923,21322800
07/08/05,148.2732697,148.8988953,147.1721649,148.2632599,148.2632599,14900200
07/11/05,148.3483429,148.4484558,145.6556549,146.8218231,146.8218231,16763800
07/12/05,146.8418427,147.3473511,145.610611,146.0360413,146.0360413,11718000
07/13/05,146.4013977,149.7697754,146.1961975,149.5795746,149.5795746,22852900
07/14/05,152.8228302,153.5285339,150.1851807,150.5955963,150.5955963,21314000
07/15/05,150.7707672,151.8518524,150.0400391,150.7457428,150.7457428,16859900
07/18/05,150.1501465,151.1011047,149.0240173,149.9199219,149.9199219,12403100
07/19/05,151.2012024,155.3303375,151.0510559,155.1051025,155.1051025,25217500
07/20/05,152.9379425,156.4614563,151.0510559,156.1561584,156.1561584,28592100
07/21/05,157.1821747,159.0590515,155.7607574,157.127121,157.127121,39539200
07/22/05,153.3383331,154.7797852,148.3133087,151.3513489,151.3513489,46726800
07/25/05,151.346344,151.7967987,147.6276245,148.0730743,148.0730743,19298200
07/26/05,147.6526489,149.1491547,146.1911926,148.1931915,148.1931915,19614100
07/27/05,149.0190125,149.264267,146.346344,148.6136169,148.6136169,14421300
07/28/05,148.8538513,148.8538513,146.7867889,146.8968964,146.8968964,11839300
07/29/05,146.216217,146.5665741,143.6386414,144.0240173,144.0240173,16709800
08/01/05,144.2042084,146.3963928,144.1941986,145.9509583,145.9509583,11313400
08/02/05,145.9459534,149.9099121,145.7057037,149.744751,149.744751,14565800
08/03/05,149.1491547,150.0100098,147.9479523,148.7987976,148.7987976,11849300
08/04/05,147.9229279,149.6496429,147.7727661,149.0140076,149.0140076,10462500
08/05/05,148.8988953,149.4044037,145.8007965,146.3213196,146.3213196,11867500
08/08/05,146.9469452,147.9729767,145.3903961,145.7707672,145.7707672,8954600
08/09/05,146.1261292,146.4864807,144.3993988,145.9309235,145.9309235,11547000
08/10/05,145.7957916,146.3113098,142.5825806,142.9829865,142.9829865,13744200
08/11/05,143.088089,143.4334259,140.4504547,142.16716,142.16716,15014700
08/12/05,141.8218231,145.2452393,140.960968,145.0050049,145.0050049,13158600
08/15/05,145.0450439,146.5315247,142.0270233,142.1421356,142.1421356,16333000
08/16/05,142.5825806,144.039032,141.8118134,142.9679718,142.9679718,14204100
08/17/05,142.8979034,143.428421,142.1421356,142.692688,142.692688,7758800
08/18/05,138.0930939,140.3903961,137.6376343,140.1351318,140.1351318,23721800
08/19/05,140.6356354,140.86586,139.9499512,140.1401367,140.1401367,11074700
08/22/05,140.7607574,140.8758698,136.8118134,137.1421356,137.1421356,13612300
08/23/05,138.2182159,140.0100098,137.1972046,139.9299316,139.9299316,11631700
08/24/05,138.9239197,142.5175171,138.3633575,141.4264221,141.4264221,17169000
08/25/05,141.4164124,142.1421356,140.1251221,141.4364319,141.4364319,8744400
08/26/05,141.8818817,142.6526489,141.4714661,141.9319305,141.9319305,7503000
08/29/05,141.261261,144.7047119,141.261261,144.3693695,144.3693695,11794100
08/30/05,143.8388367,144.8999023,143.0830841,143.7787781,143.7787781,9574400
08/31/05,144.2592621,144.3943939,142.3223267,143.1431427,143.1431427,10057900
09/01/05,143.0980988,143.8938904,142.6426392,143.2682648,143.2682648,5478700
09/02/05,143.3983917,145.1401367,143.3633575,144.3693695,144.3693695,6862100
09/06/05,144.6446381,144.8398438,143.5435486,143.6987,143.6987,8416100
09/07/05,143.088089,147.8979034,142.7827759,147.5825806,147.5825806,14984000
09/08/05,147.562561,149.7897949,146.826828,147.8428497,147.8428497,13213300
09/09/05,148.7887878,149.699707,148.428421,149.6947021,149.6947021,8772200
09/12/05,151.0260315,155.86586,150.65065,155.0250244,155.0250244,20752200
09/13/05,154.6546478,157.9229279,153.2382355,155.9960022,155.9960022,20579200
09/14/05,154.519516,156.7967987,150.300293,151.6516571,151.6516571,22529000
09/15/05,149.9099121,153.5285339,149.1041107,151.4614563,151.4614563,30901400
09/16/05,152.1621552,152.4024048,150.085083,150.2502441,150.2502441,15144400
09/19/05,150.65065,153.1531525,150.5055084,152.0470428,152.0470428,11512200
09/20/05,153.2282257,155.8058014,152.7677612,154.1091156,154.1091156,18683200
09/21/05,154.3593597,157.0370331,153.1331329,156.1061096,156.1061096,20219100
09/22/05,155.905899,159.7697754,155.2402344,155.8408356,155.8408356,25986700
09/23/05,156.656662,158.7637634,156.4514465,157.8378448,157.8378448,16950600
09/26/05,159.9099121,160.6356354,156.4364319,157.2973022,157.2973022,19769000
09/27/05,157.6326294,159.3643646,156.8468475,157.127121,157.127121,13732400
09/28/05,157.2672729,157.7077026,152.9529572,153.1531525,153.1531525,15978800
09/29/05,153.4934998,155.5155182,153.1931915,154.9649658,154.9649658,11216300
09/30/05,157.2672729,158.908905,156.3013,158.388382,158.388382,18284200
10/03/05,156.9719696,160.21521,156.5515442,159.4994965,159.4994965,18302200
10/04/05,160.1351318,160.8007965,155.525528,155.6556549,155.6556549,18270300
10/05/05,156.5014954,157.607605,154.1541595,155.5105133,155.5105133,16640100
10/06/05,157.2272339,157.3973999,155.2001953,156.5315247,156.5315247,15971600
10/07/05,157.5525513,158.4934998,155.4254303,156.6516571,156.6516571,13527000
10/10/05,156.8118134,157.5675659,154.7297363,155.480484,155.480484,11133200
10/11/05,155.4604645,156.4814758,152.5825806,153.2032013,153.2032013,17068100
10/12/05,152.7527466,153.7487488,149.6496429,150.6356354,150.6356354,18593700
10/13/05,151.1511536,151.1511536,145.4854889,148.868866,148.868866,21114200
10/14/05,150.1000977,150.2652588,146.4164124,148.2182159,148.2182159,17021100
10/17/05,148.8988953,152.7527466,147.4274292,152.6526489,152.6526489,15118200
10/18/05,152.6326294,154.13414,151.5215149,151.7917938,151.7917938,14141400
10/19/05,152.1521454,155.0900879,152.1321259,154.5045013,154.5045013,14007300
10/20/05,155.1501465,155.7207184,150.7557526,151.7517548,151.7517548,27795500
10/21/05,173.0730743,173.388382,166.6666718,170.1201172,170.1201172,45739000
10/24/05,171.8568573,174.8248291,171.2662659,174.4994965,174.4994965,18844500
10/25/05,173.0630646,173.8738708,171.6016083,173.6286316,173.6286316,13742800
10/26/05,173.3133087,178.1781769,173.2682648,177.8979034,177.8979034,17797100
10/27/05,178.4784851,178.7237244,176.0160217,176.7067108,176.7067108,10258500
10/28/05,177.8128204,179.6546478,177.6876831,179.264267,179.264267,11795100
10/31/05,180.300293,187.562561,179.9349365,186.2562561,186.2562561,28657100
11/01/05,186.1161194,192.1421356,184.6896973,189.8798828,189.8798828,32679400
11/02/05,191.0410461,192.692688,188.7737732,190.0300293,190.0300293,21109600
11/03/05,191.3963928,193.48349,190.8808746,193.1681671,193.1681671,14881900
11/04/05,195.1851807,196.091095,192.917923,195.4104156,195.4104156,17632100
11/07/05,197.7477417,198.9339294,196.2712708,197.7127075,197.7127075,19163800
11/08/05,197.3223267,197.9929962,194.4844818,195.1451416,195.1451416,15779200
11/09/05,193.5285339,194.3393402,189.2042084,189.7647705,189.7647705,20912800
11/10/05,189.3693695,195.8708649,188.9039001,195.7457428,195.7457428,18239100
11/11/05,197.7577515,198.6486511,194.6196136,195.395401,195.395401,14113600
11/14/05,196.2562561,199.3093109,195.960968,198.6836853,198.6836853,15600100
11/15/05,197.3873901,198.6987,195.6706696,196.5966034,196.5966034,17232500
11/16/05,198.2982941,199.6246185,197.2522583,199.2742767,199.2742767,17373000
11/17/05,201.1011047,202.1071014,199.9649658,201.9269257,201.9269257,18405900
11/18/05,201.9469452,202.4524536,200.1251221,200.3052979,200.3052979,14037100
11/21/05,199.78479,205.1951904,196.9419403,204.8848877,204.8848877,20649500
11/22/05,204.5295258,208.8638611,203.3183136,208.4434509,208.4434509,19172800
11/23/05,208.7287292,212.5725708,208.0980988,211.6416473,211.6416473,20149800
11/25/05,213.1031036,214.5895844,212.8628693,214.5245209,214.5245209,9670500
11/28/05,215.1251221,215.8358307,211.431427,211.9519501,211.9519501,21994700
11/29/05,212.4424438,213.4134064,201.2712708,201.9719696,201.9719696,42948600
11/30/05,202.3323364,204.4294281,197.9779816,202.6576538,202.6576538,31162000
12/01/05,204.8048096,207.9279327,204.34935,207.2522583,207.2522583,19470300
12/02/05,208.6786804,209.9749756,207.1371307,209.0590515,209.0590515,15071900
12/05/05,208.7087097,208.9589539,202.3423462,203.1281281,203.1281281,20558200
12/06/05,204.5545502,208.4134064,201.0510559,202.4724731,202.4724731,30220300
12/07/05,203.2832794,203.5535583,199.7047119,202.3123169,202.3123169,23308400
12/08/05,202.8528595,205.5305328,201.5215149,205.5305328,205.5305328,17802100
12/09/05,207.7077026,208.0980988,204.4844818,204.8048096,204.8048096,15271500
12/12/05,207.522522,207.8128204,205.1801758,206.5115051,206.5115051,13886200
12/13/05,206.4564514,209.2092133,206.0260315,208.953949,208.953949,16311200
12/14/05,208.7287292,210.0750732,207.9529572,209.6896973,209.6896973,13247500
12/15/05,209.7647705,211.7817841,208.4584656,211.4864807,211.4864807,12079500
12/16/05,212.8828888,216.4664612,211.5865936,215.2902832,215.2902832,32628300
12/19/05,216.3163147,223.3283234,210.2652588,212.5125122,212.5125122,43829700
12/20/05,214.1441498,216.3163147,212.5475464,215.085083,215.085083,20149200
12/21/05,216.9919891,218.6486511,210.565567,213.3783722,213.3783722,22421300
12/22/05,216.1011047,216.6466522,213.1781769,216.2362366,216.2362366,15078100
12/23/05,216.2912903,216.4664612,214.604599,215.6806793,215.6806793,9181000
12/27/05,216.1461487,216.1461487,211.5915985,212.5325317,212.5325317,13392100
12/28/05,212.3823853,214.1041107,210.8408356,213.5585632,213.5585632,14221500
12/29/05,214.2042084,214.5795746,209.7947998,210.2852783,210.2852783,13877700
12/30/05,208.8438416,209.3143158,207.0770721,207.6376343,207.6376343,15159000
01/03/06,211.4714661,218.0530548,209.3193207,217.83284,217.83284,26216100
01/04/06,222.1721649,224.7047119,220.0950928,222.8428497,222.8428497,30542200
01/05/06,223.2232208,226.0010071,220.9709778,225.8458405,225.8458405,21594900
01/06/06,228.6636658,235.4854889,226.8468475,233.0630646,233.0630646,35478200
01/09/06,233.438446,236.9369354,230.7006989,233.6836853,233.6836853,25558200
01/10/06,232.4424438,235.3603668,231.2512512,235.1151123,235.1151123,18176000
